agreement,analytic_2d_lower,analytic_2d_supportable,analytic_2d_upper,atom_count,candidate_origin,case_id,certificate_bytes,checker_kernel_ms,checker_kernel_status,checker_process_ms,checker_process_status,coefficient_sum_bits,deterministic_certificate,deterministic_trace,distinct_outcomes,family,feasible_decisions,frontier_outcomes,generated_claim,generated_polarity,generation_ms,ground_class,ground_pareto_efficient,ground_positive_supportable,ground_supportable,ground_truth_ms,max_coefficient_bits,oracle_calls,p,p1_boundary_correct,p1_process_ms,schema_valid,source,strict_margin,trust_level
True,,,,0,epsilon_q42,explicit_p4_s1001_epsilon_q42,1449,1.016842,VERIFIED,75.560983,VERIFIED,0,True,True,24,explicit_image,24,9,nonnegative_weight_supportable,supportable,1.553576,S+,True,True,True,17.036437,0,2,4,True,75.028286,True,random,,P1_FULLY_CHECKABLE
True,,,,0,hash_control,explicit_p4_s1001_hash_control,1491,0.929412,VERIFIED,72.454613,VERIFIED,0,True,True,24,explicit_image,24,9,nonnegative_weight_supportable,supportable,4.597414,S+,True,True,True,17.603866,0,4,4,True,74.049811,True,random,,P1_FULLY_CHECKABLE
True,,,,3,epsilon_q42,explicit_p4_s1002_epsilon_q42,1779,0.727269,VERIFIED,77.422756,VERIFIED,11,True,True,24,explicit_image,24,13,nonnegative_weight_unsupported,unsupported,5.528207,UNS,True,False,False,44.633885,10,3,4,True,73.958465,True,random,5531/1671,P1_FULLY_CHECKABLE
True,,,,0,hash_control,explicit_p4_s1002_hash_control,1454,0.88825,VERIFIED,76.438512,VERIFIED,0,True,True,24,explicit_image,24,13,nonnegative_weight_supportable,supportable,1.400687,S+,True,True,True,42.360011,0,2,4,True,72.648884,True,random,,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1003_epsilon_q42,1449,1.076863,VERIFIED,82.456367,VERIFIED,0,True,True,24,explicit_image,24,14,positive_weight_supportable,supportable,0.872977,S+,True,True,True,53.373269,0,1,4,True,77.040294,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1003_hash_control,1418,0.628641,VERIFIED,76.868777,VERIFIED,1,True,True,24,explicit_image,24,14,nonnegative_weight_unsupported,unsupported,1.124754,DOM,False,False,False,57.234701,1,1,4,True,79.683686,True,random,7/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1004_epsilon_q42,1449,0.916312,VERIFIED,76.121108,VERIFIED,0,True,True,24,explicit_image,24,11,positive_weight_supportable,supportable,0.9285,S+,True,True,True,29.247128,0,1,4,True,76.192503,True,random,,P1_FULLY_CHECKABLE
True,,,,2,hash_control,explicit_p4_s1004_hash_control,1597,0.635732,VERIFIED,76.100917,VERIFIED,7,True,True,24,explicit_image,24,11,nonnegative_weight_unsupported,unsupported,2.469257,DOM,False,False,False,31.585359,7,2,4,True,75.216117,True,random,343/74,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1005_epsilon_q42,1487,1.296401,VERIFIED,77.216036,VERIFIED,0,True,True,24,explicit_image,24,15,nonnegative_weight_supportable,supportable,8.420206,S+,True,True,True,61.347088,0,5,4,True,75.274976,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1005_hash_control,1421,0.656954,VERIFIED,77.032061,VERIFIED,1,True,True,24,explicit_image,24,15,nonnegative_weight_unsupported,unsupported,1.176502,DOM,False,False,False,71.505837,1,1,4,True,81.039496,True,random,18/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1006_epsilon_q42,1449,0.886307,VERIFIED,72.840446,VERIFIED,0,True,True,24,explicit_image,24,12,positive_weight_supportable,supportable,0.860208,S+,True,True,True,34.77194,0,1,4,True,73.915059,True,random,,P1_FULLY_CHECKABLE
True,,,,2,hash_control,explicit_p4_s1006_hash_control,1595,0.656102,VERIFIED,77.924593,VERIFIED,6,True,True,24,explicit_image,24,12,nonnegative_weight_unsupported,unsupported,12.712593,UNS,True,False,False,32.631631,6,4,4,True,79.446291,True,random,6/5,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1007_epsilon_q42,1449,1.207328,VERIFIED,76.474695,VERIFIED,0,True,True,24,explicit_image,24,13,positive_weight_supportable,supportable,0.882652,S+,True,True,True,42.89761,0,1,4,True,75.63317,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1007_hash_control,1420,0.652678,VERIFIED,73.621373,VERIFIED,1,True,True,24,explicit_image,24,13,nonnegative_weight_unsupported,unsupported,1.153888,DOM,False,False,False,50.407825,1,1,4,True,69.948789,True,random,16/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1008_epsilon_q42,1451,0.906698,VERIFIED,73.636615,VERIFIED,0,True,True,24,explicit_image,24,16,positive_weight_supportable,supportable,0.905136,S+,True,True,True,75.47679,0,1,4,True,72.217936,True,random,,P1_FULLY_CHECKABLE
True,,,,0,hash_control,explicit_p4_s1008_hash_control,1502,1.005185,VERIFIED,73.784361,VERIFIED,0,True,True,24,explicit_image,24,16,nonnegative_weight_supportable,supportable,5.084523,S+,True,True,True,77.524757,0,4,4,True,70.492733,True,random,,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1009_epsilon_q42,1447,0.930484,VERIFIED,72.345337,VERIFIED,0,True,True,24,explicit_image,24,8,positive_weight_supportable,supportable,0.823453,S+,True,True,True,12.109061,0,1,4,True,71.004631,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1009_hash_control,1417,0.632598,VERIFIED,71.44254,VERIFIED,1,True,True,24,explicit_image,24,8,nonnegative_weight_unsupported,unsupported,1.1543,DOM,False,False,False,15.468122,1,1,4,True,70.029148,True,random,6/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1010_epsilon_q42,1447,0.896212,VERIFIED,72.148678,VERIFIED,0,True,True,24,explicit_image,24,12,positive_weight_supportable,supportable,0.873839,S+,True,True,True,34.651069,0,1,4,True,71.723906,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1010_hash_control,1417,0.636543,VERIFIED,73.42511,VERIFIED,1,True,True,24,explicit_image,24,12,nonnegative_weight_unsupported,unsupported,1.16096,DOM,False,False,False,40.896305,1,1,4,True,73.936798,True,random,3/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1011_epsilon_q42,1449,0.877615,VERIFIED,75.933003,VERIFIED,0,True,True,24,explicit_image,24,10,positive_weight_supportable,supportable,0.869122,S+,True,True,True,22.306136,0,1,4,True,74.206406,True,random,,P1_FULLY_CHECKABLE
True,,,,2,hash_control,explicit_p4_s1011_hash_control,1595,0.580049,VERIFIED,75.019103,VERIFIED,6,True,True,24,explicit_image,24,10,nonnegative_weight_unsupported,unsupported,2.37636,DOM,False,False,False,25.567081,5,2,4,True,72.7305,True,random,55/16,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1012_epsilon_q42,1451,0.912307,VERIFIED,75.096147,VERIFIED,0,True,True,24,explicit_image,24,16,positive_weight_supportable,supportable,0.882202,S+,True,True,True,80.30326,0,1,4,True,73.42648,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,explicit_p4_s1012_hash_control,1422,0.671446,VERIFIED,73.484362,VERIFIED,1,True,True,24,explicit_image,24,16,nonnegative_weight_unsupported,unsupported,1.236312,DOM,False,False,False,82.794705,1,1,4,True,68.734707,True,random,11/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1013_epsilon_q42,1525,0.881651,VERIFIED,73.64937,VERIFIED,0,True,True,24,explicit_image,24,12,positive_weight_supportable,supportable,8.509708,S+,True,True,True,34.974296,0,5,4,True,70.613316,True,random,,P1_FULLY_CHECKABLE
True,,,,2,hash_control,explicit_p4_s1013_hash_control,1599,0.690224,VERIFIED,70.967492,VERIFIED,6,True,True,24,explicit_image,24,12,nonnegative_weight_unsupported,unsupported,5.491127,DOM,False,False,False,39.967015,6,3,4,True,69.72407,True,random,163/27,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1014_epsilon_q42,1449,0.90076,VERIFIED,72.757743,VERIFIED,0,True,True,24,explicit_image,24,7,nonnegative_weight_supportable,supportable,1.424594,S+,True,True,True,8.872642,0,2,4,True,77.747564,True,random,,P1_FULLY_CHECKABLE
True,,,,0,hash_control,explicit_p4_s1014_hash_control,1446,0.970834,VERIFIED,80.278281,VERIFIED,0,True,True,24,explicit_image,24,7,positive_weight_supportable,supportable,0.852557,S+,True,True,True,8.59075,0,1,4,True,70.679465,True,random,,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,explicit_p4_s1015_epsilon_q42,1513,0.915632,VERIFIED,71.271452,VERIFIED,0,True,True,24,explicit_image,24,13,positive_weight_supportable,supportable,9.163397,S+,True,True,True,45.622377,0,5,4,True,70.136097,True,random,,P1_FULLY_CHECKABLE
True,,,,2,hash_control,explicit_p4_s1015_hash_control,1591,0.649883,VERIFIED,71.583785,VERIFIED,4,True,True,24,explicit_image,24,13,nonnegative_weight_unsupported,unsupported,5.545017,UNS,True,False,False,45.201246,4,3,4,True,71.481657,True,random,11/7,P1_FULLY_CHECKABLE
True,0/1,True,17/19,0,epsilon_q42,knapsack_p2_s4001_epsilon_q42,1640,1.224184,VALIDATED_NOT_FULLY_VERIFIED,296.502642,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,361,binary_knapsack,361,2,positive_weight_supportable,supportable,78.74594,S+,True,True,True,0.19357,0,1,2,True,299.526484,True,random,,P2_TRUSTED_ORACLE
True,,False,,1,hash_control,knapsack_p2_s4001_hash_control,1425,0.913343,VERIFIED,299.076841,VERIFIED,1,True,True,361,binary_knapsack,361,2,nonnegative_weight_unsupported,unsupported,77.544787,DOM,False,False,False,0.172979,1,1,2,True,307.964317,True,random,7/1,P1_FULLY_CHECKABLE
True,23/38,True,1/1,0,epsilon_q42,knapsack_p2_s4002_epsilon_q42,1643,1.235911,VALIDATED_NOT_FULLY_VERIFIED,683.311181,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,342,binary_knapsack,342,4,nonnegative_weight_supportable,supportable,25.691801,S+,True,True,True,0.210084,0,2,2,True,398.301035,True,random,,P2_TRUSTED_ORACLE
True,,False,,1,hash_control,knapsack_p2_s4002_hash_control,1430,2.238343,VERIFIED,322.161344,VERIFIED,1,True,True,342,binary_knapsack,342,4,nonnegative_weight_unsupported,unsupported,14.319107,DOM,False,False,False,0.250034,1,1,2,True,409.422765,True,random,101/1,P1_FULLY_CHECKABLE
True,0/1,True,10/43,0,epsilon_q42,knapsack_p2_s4003_epsilon_q42,1643,1.313111,VALIDATED_NOT_FULLY_VERIFIED,292.921726,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,259,binary_knapsack,346,4,nonnegative_weight_supportable,supportable,90.764206,S+,True,True,True,0.211737,0,2,2,True,230.494463,True,random,,P2_TRUSTED_ORACLE
True,,False,,1,hash_control,knapsack_p2_s4003_hash_control,1428,1.577078,VERIFIED,324.732299,VERIFIED,1,True,True,259,binary_knapsack,346,4,nonnegative_weight_unsupported,unsupported,14.751695,DOM,False,False,False,0.233079,1,1,2,True,374.905423,True,random,155/1,P1_FULLY_CHECKABLE
True,23/56,True,1/1,0,epsilon_q42,knapsack_p2_s4004_epsilon_q42,1640,1.559015,VALIDATED_NOT_FULLY_VERIFIED,297.160136,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,354,binary_knapsack,356,4,positive_weight_supportable,supportable,14.610544,S+,True,True,True,0.241922,0,1,2,True,311.847686,True,random,,P2_TRUSTED_ORACLE
True,,False,,1,hash_control,knapsack_p2_s4004_hash_control,1427,0.92828,VERIFIED,380.867413,VERIFIED,1,True,True,354,binary_knapsack,356,4,nonnegative_weight_unsupported,unsupported,73.689441,DOM,False,False,False,0.215352,1,1,2,True,307.01376,True,random,40/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p3_s4001_epsilon_q42,1691,1.24513,VALIDATED_NOT_FULLY_VERIFIED,297.218257,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,337,binary_knapsack,337,8,nonnegative_weight_supportable,supportable,176.371226,S+,True,True,True,2.155809,0,3,3,True,297.242674,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p3_s4001_hash_control,1447,1.030889,VERIFIED,301.94757,VERIFIED,1,True,True,337,binary_knapsack,337,8,nonnegative_weight_unsupported,unsupported,14.79522,DOM,False,False,False,2.086885,1,1,3,True,311.305368,True,random,41/1,P1_FULLY_CHECKABLE
True,,,,2,epsilon_q42,knapsack_p3_s4002_epsilon_q42,1621,1.093673,VERIFIED,405.036955,VERIFIED,2,True,True,352,binary_knapsack,352,6,nonnegative_weight_unsupported,unsupported,295.680916,UNS,True,False,False,1.739566,1,2,3,True,389.271645,True,random,9/2,P1_FULLY_CHECKABLE
True,,,,1,hash_control,knapsack_p3_s4002_hash_control,1446,2.520791,VERIFIED,405.385224,VERIFIED,1,True,True,352,binary_knapsack,352,6,nonnegative_weight_unsupported,unsupported,81.437064,DOM,False,False,False,1.817393,1,1,3,True,299.71765,True,random,69/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p3_s4003_epsilon_q42,1667,1.03194,VALIDATED_NOT_FULLY_VERIFIED,296.801312,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,358,binary_knapsack,358,12,nonnegative_weight_supportable,supportable,93.332929,S+,True,True,True,4.848583,0,2,3,True,386.093309,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p3_s4003_hash_control,1448,0.982893,VERIFIED,303.066924,VERIFIED,1,True,True,358,binary_knapsack,358,12,nonnegative_weight_unsupported,unsupported,80.927522,DOM,False,False,False,4.628733,1,1,3,True,293.847229,True,random,78/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p3_s4004_epsilon_q42,1667,1.204519,VALIDATED_NOT_FULLY_VERIFIED,308.168245,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,340,binary_knapsack,340,7,nonnegative_weight_supportable,supportable,99.429084,S+,True,True,True,1.940356,0,2,3,True,391.216879,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p3_s4004_hash_control,1446,1.06191,VERIFIED,293.997069,VERIFIED,1,True,True,340,binary_knapsack,340,7,nonnegative_weight_unsupported,unsupported,14.191396,DOM,False,False,False,1.980596,1,1,3,True,234.289134,True,random,86/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p4_s4001_epsilon_q42,1691,1.023463,VALIDATED_NOT_FULLY_VERIFIED,301.534993,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,349,binary_knapsack,349,11,nonnegative_weight_supportable,supportable,123.425387,S+,True,True,True,99.928852,0,3,4,True,370.627604,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p4_s4001_hash_control,1468,1.250734,VERIFIED,320.727921,VERIFIED,1,True,True,349,binary_knapsack,349,11,nonnegative_weight_unsupported,unsupported,19.445435,DOM,False,False,False,99.20587,1,1,4,True,673.069012,True,random,51/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p4_s4002_epsilon_q42,1713,1.976,VALIDATED_NOT_FULLY_VERIFIED,313.139827,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,357,binary_knapsack,357,9,nonnegative_weight_supportable,supportable,191.321642,S+,True,True,True,84.30498,0,3,4,True,315.309425,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p4_s4002_hash_control,1466,63.421377,VERIFIED,306.934845,VERIFIED,1,True,True,357,binary_knapsack,357,9,nonnegative_weight_unsupported,unsupported,87.149151,DOM,False,False,False,23.066018,1,1,4,True,318.217117,True,random,25/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p4_s4003_epsilon_q42,1688,1.483161,VALIDATED_NOT_FULLY_VERIFIED,325.9181,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,337,binary_knapsack,337,10,positive_weight_supportable,supportable,81.71424,S+,True,True,True,23.332057,0,1,4,True,374.96403,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p4_s4003_hash_control,1466,1.113308,VERIFIED,311.912873,VERIFIED,1,True,True,337,binary_knapsack,337,10,nonnegative_weight_unsupported,unsupported,19.245035,DOM,False,False,False,92.978592,1,1,4,True,375.976717,True,random,81/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,knapsack_p4_s4004_epsilon_q42,1688,1.216853,VALIDATED_NOT_FULLY_VERIFIED,289.276944,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,356,binary_knapsack,356,10,positive_weight_supportable,supportable,82.014169,S+,True,True,True,96.005927,0,1,4,True,219.001492,True,random,,P2_TRUSTED_ORACLE
True,,,,1,hash_control,knapsack_p4_s4004_hash_control,1468,1.045846,VERIFIED,204.674064,VERIFIED,1,True,True,356,binary_knapsack,356,10,nonnegative_weight_unsupported,unsupported,16.895175,DOM,False,False,False,86.412127,1,1,4,True,203.330298,True,random,75/1,P1_FULLY_CHECKABLE
True,100001/200000,True,100003/200000,0,fixed_algebraically,narrow_interval_q100000,1478,1.072902,VERIFIED,299.757465,VERIFIED,0,True,True,3,explicit_image,3,3,positive_weight_supportable,supportable,0.793118,S+,True,True,True,0.212928,0,3,2,True,292.454346,True,controlled_grid,,P1_FULLY_CHECKABLE
True,1000001/2000000,True,1000003/2000000,0,fixed_algebraically,narrow_interval_q1000000,1492,1.066026,VERIFIED,302.102202,VERIFIED,0,True,True,3,explicit_image,3,3,positive_weight_supportable,supportable,0.778315,S+,True,True,True,0.183796,0,3,2,True,380.476162,True,controlled_grid,,P1_FULLY_CHECKABLE
True,10000001/20000000,True,10000003/20000000,0,fixed_algebraically,narrow_interval_q10000000,1506,1.090273,VERIFIED,307.613844,VERIFIED,0,True,True,3,explicit_image,3,3,positive_weight_supportable,supportable,0.755762,S+,True,True,True,0.185277,0,3,2,True,294.393423,True,controlled_grid,,P1_FULLY_CHECKABLE
True,,,,3,reference_fixed,reference_assignment_negative_p3,1795,1.406125,VERIFIED,386.97185,VERIFIED,11,True,True,24,assignment,24,12,nonnegative_weight_unsupported,unsupported,69.578052,UNS,True,False,False,5.399487,10,4,3,True,308.586511,True,reference_regression,991/1379,P1_FULLY_CHECKABLE
True,,,,0,reference_fixed,reference_assignment_positive_p3,1553,1.327974,VERIFIED,389.525708,VERIFIED,0,True,True,23,assignment,24,1,positive_weight_supportable,supportable,0.823353,S+,True,True,True,0.193991,0,1,3,True,320.47257,True,reference_regression,,P1_FULLY_CHECKABLE
True,,False,,2,reference_fixed,reference_binary_negative_p2,1554,0.835471,VERIFIED,299.617182,VERIFIED,2,True,True,3,binary_linear,3,3,nonnegative_weight_unsupported,unsupported,1.312986,UNS,True,False,False,0.206089,1,2,2,True,310.817528,True,reference_regression,1/1,P1_FULLY_CHECKABLE
True,,,,0,reference_fixed,reference_binary_positive_p3_p2,1629,1.028059,VALIDATED_NOT_FULLY_VERIFIED,296.152569,VALIDATED_NOT_FULLY_VERIFIED,0,True,True,31,binary_linear,31,3,positive_weight_supportable,supportable,1.729791,S+,True,True,True,0.710895,0,1,3,True,304.78097,True,reference_regression,,P2_TRUSTED_ORACLE
True,1/1,True,1/1,0,reference_fixed,reference_explicit_boundary_support_p2,1420,0.747664,VERIFIED,376.92389,VERIFIED,0,True,True,2,explicit_image,2,1,nonnegative_weight_supportable,supportable,0.625016,DOM,False,False,True,0.16012,0,2,2,True,305.30908,True,reference_regression,,P1_FULLY_CHECKABLE
True,1/2,True,1/1,0,reference_fixed,reference_explicit_positive_p2,1407,0.788175,VERIFIED,323.258924,VERIFIED,0,True,True,3,explicit_image,3,3,positive_weight_supportable,supportable,0.64756,S+,True,True,True,0.286659,0,1,2,True,292.819478,True,reference_regression,,P1_FULLY_CHECKABLE
True,,,,3,reference_fixed,reference_explicit_tight_negative_p3,1718,0.975626,VERIFIED,297.06165,VERIFIED,2,True,True,4,explicit_image,4,4,nonnegative_weight_unsupported,unsupported,2.588507,UNS,True,False,False,0.642333,1,3,3,True,583.65585,True,reference_regression,1/3,P1_FULLY_CHECKABLE
True,,False,,2,reference_fixed,reference_shortest_path_negative_p2,1583,0.871099,VERIFIED,300.81035,VERIFIED,2,True,True,3,shortest_path,3,3,nonnegative_weight_unsupported,unsupported,1.103452,UNS,True,False,False,0.19346,1,2,2,True,376.231414,True,reference_regression,1/1,P1_FULLY_CHECKABLE
True,,,,0,reference_fixed,reference_shortest_path_positive_p3,1533,0.728481,VERIFIED,382.215665,VERIFIED,0,True,True,4,shortest_path,4,3,positive_weight_supportable,supportable,0.674781,S+,True,True,True,0.637856,0,1,3,True,311.844439,True,reference_regression,,P1_FULLY_CHECKABLE
True,0/1,True,1/1,0,epsilon_q42,shortest_path_p2_s3001_epsilon_q42,1584,0.952016,VERIFIED,380.486046,VERIFIED,0,True,True,16,shortest_path,16,1,positive_weight_supportable,supportable,0.803663,S+,True,True,True,0.145869,0,1,2,True,311.425907,True,random,,P1_FULLY_CHECKABLE
True,,False,,1,hash_control,shortest_path_p2_s3001_hash_control,1437,1.006277,VERIFIED,374.199409,VERIFIED,1,True,True,16,shortest_path,16,1,nonnegative_weight_unsupported,unsupported,0.726989,DOM,False,False,False,0.12706,1,1,2,True,315.772843,True,random,18/1,P1_FULLY_CHECKABLE
True,0/1,True,1/1,0,epsilon_q42,shortest_path_p2_s3002_epsilon_q42,1600,0.940283,VERIFIED,308.067212,VERIFIED,0,True,True,11,shortest_path,11,1,positive_weight_supportable,supportable,0.533048,S+,True,True,True,0.09294,0,1,2,True,674.125498,True,random,,P1_FULLY_CHECKABLE
True,,False,,1,hash_control,shortest_path_p2_s3002_hash_control,1470,1.27187,VERIFIED,313.827803,VERIFIED,1,True,True,11,shortest_path,11,1,nonnegative_weight_unsupported,unsupported,1.015661,DOM,False,False,False,0.171166,1,1,2,True,297.503256,True,random,45/1,P1_FULLY_CHECKABLE
True,0/1,True,15/32,0,epsilon_q42,shortest_path_p2_s3003_epsilon_q42,1583,0.870484,VERIFIED,374.503232,VERIFIED,0,True,True,21,shortest_path,21,3,nonnegative_weight_supportable,supportable,0.922081,S+,True,True,True,0.177856,0,2,2,True,321.386019,True,random,,P1_FULLY_CHECKABLE
True,,False,,1,hash_control,shortest_path_p2_s3003_hash_control,1445,1.252256,VERIFIED,295.930122,VERIFIED,1,True,True,21,shortest_path,21,3,nonnegative_weight_unsupported,unsupported,1.034019,DOM,False,False,False,0.225738,1,1,2,True,300.521509,True,random,17/1,P1_FULLY_CHECKABLE
True,9/17,True,1/1,0,epsilon_q42,shortest_path_p2_s3004_epsilon_q42,1602,1.351028,VERIFIED,302.142825,VERIFIED,0,True,True,11,shortest_path,11,2,nonnegative_weight_supportable,supportable,1.115381,S+,True,True,True,0.183004,0,2,2,True,308.988564,True,random,,P1_FULLY_CHECKABLE
True,,False,,1,hash_control,shortest_path_p2_s3004_hash_control,1452,0.938111,VERIFIED,302.480521,VERIFIED,1,True,True,11,shortest_path,11,2,nonnegative_weight_unsupported,unsupported,0.678406,DOM,False,False,False,0.158928,1,1,2,True,376.168593,True,random,51/1,P1_FULLY_CHECKABLE
True,0/1,True,11/35,0,epsilon_q42,shortest_path_p2_s3005_epsilon_q42,1601,1.118771,VERIFIED,308.75582,VERIFIED,0,True,True,10,shortest_path,10,2,nonnegative_weight_supportable,supportable,0.742832,S+,True,True,True,0.143916,0,2,2,True,377.246894,True,random,,P1_FULLY_CHECKABLE
True,,False,,1,hash_control,shortest_path_p2_s3005_hash_control,1462,1.196327,VERIFIED,225.479394,VERIFIED,1,True,True,10,shortest_path,10,2,nonnegative_weight_unsupported,unsupported,0.746208,DOM,False,False,False,0.143004,1,1,2,True,280.8018,True,random,43/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p3_s3001_epsilon_q42,1655,1.518539,VERIFIED,382.957903,VERIFIED,0,True,True,4,shortest_path,4,2,positive_weight_supportable,supportable,0.740679,S+,True,True,True,0.472117,0,1,3,True,309.247183,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p3_s3001_hash_control,1512,0.893384,VERIFIED,373.816826,VERIFIED,1,True,True,4,shortest_path,4,2,nonnegative_weight_unsupported,unsupported,1.259156,DOM,False,False,False,0.752037,1,1,3,True,317.075469,True,random,16/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p3_s3002_epsilon_q42,1584,1.217269,VERIFIED,386.59141,VERIFIED,0,True,True,14,shortest_path,14,1,positive_weight_supportable,supportable,0.618346,S+,True,True,True,0.173009,0,1,3,True,623.469588,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p3_s3002_hash_control,1453,1.445144,VERIFIED,324.24794,VERIFIED,1,True,True,14,shortest_path,14,1,nonnegative_weight_unsupported,unsupported,1.142772,DOM,False,False,False,0.417636,1,1,3,True,299.888745,True,random,48/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p3_s3003_epsilon_q42,1584,1.621038,VERIFIED,402.703185,VERIFIED,0,True,True,22,shortest_path,22,2,positive_weight_supportable,supportable,0.824175,S+,True,True,True,0.404406,0,1,3,True,320.807728,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p3_s3003_hash_control,1445,1.31179,VERIFIED,292.669344,VERIFIED,1,True,True,22,shortest_path,22,2,nonnegative_weight_unsupported,unsupported,1.219807,DOM,False,False,False,0.604886,1,1,3,True,317.088171,True,random,20/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p3_s3004_epsilon_q42,1580,1.223708,VERIFIED,405.694388,VERIFIED,0,True,True,12,shortest_path,12,1,positive_weight_supportable,supportable,0.760088,S+,True,True,True,0.199379,0,1,3,True,373.019869,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p3_s3004_hash_control,1450,1.169987,VERIFIED,289.124952,VERIFIED,1,True,True,12,shortest_path,12,1,nonnegative_weight_unsupported,unsupported,1.074199,DOM,False,False,False,0.389083,1,1,3,True,226.672341,True,random,69/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p3_s3005_epsilon_q42,1607,1.303037,VERIFIED,229.943526,VERIFIED,0,True,True,7,shortest_path,7,1,positive_weight_supportable,supportable,0.58062,S+,True,True,True,0.159559,0,1,3,True,295.562629,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p3_s3005_hash_control,1470,7.453314,VERIFIED,273.13364,VERIFIED,1,True,True,7,shortest_path,7,1,nonnegative_weight_unsupported,unsupported,0.754921,DOM,False,False,False,0.28079,1,1,3,True,218.677447,True,random,33/1,P1_FULLY_CHECKABLE
True,,,,0,epsilon_q42,shortest_path_p4_s3001_epsilon_q42,1606,1.875093,VERIFIED,303.246246,VERIFIED,0,True,True,7,shortest_path,7,3,positive_weight_supportable,supportable,0.736283,S+,True,True,True,1.576731,0,1,4,True,373.387562,True,random,,P1_FULLY_CHECKABLE
True,,,,1,hash_control,shortest_path_p4_s3001_hash_control,1470,0.93165,VERIFIED,297.476859,VERIFIED,1,True,True,7,shortest_path,7,3,nonnegative_weight_unsupported,unsupported,1.282361,DOM,False,False,False,2.860835,1,1,4,True,319.164438,True,random,20/1,P1_FULLY_CHECKABLE
